isolate,genus,extr_spec,corr_spec,mlst_ST,updated_ST,dnaA,fusA,gyrB,leuS,pyrG,rplB,rpoB,ST,format,type,num_seqs,sum_len,min_len,avg_len,max_len,Q1,Q2,Q3,sum_gap,N50,Q20...,Q30...,AvgQual,GC...,merge_ST
Enterobacter_roggenkampii_12795-yvys.fa,ecloacae,roggenkampii,asburiae,523,523,36,39,192,206,49,12,20,523,FASTA,DNA,4,5121549,"5,607","1,280,387.3","4,753,851","35,007.5","181,045.5","2,525,767",0,4753851,0,0,0,55.46,36_39_192_206_49_12_20
Enterobacter_roggenkampii_13128.fa,ecloacae,roggenkampii,asburiae,-,0,238,145,246,284,229,218,147,NA,FASTA,DNA,35,4758373,235,"135,953.5","1,530,300","1,113","29,065","116,998.5",0,507441,0,0,0,55.69,238_145_246_284_229_218_147
Enterobacter_roggenkampii_13840-yvys.fa,ecloacae,roggenkampii,roggenkampii,702,702,36,25,49,30,49,21,143,702,FASTA,DNA,2,4845874,"94,721","2,422,937","4,751,153","94,721","2,422,937","4,751,153",0,4751153,0,0,0,55.95,36_25_49_30_49_21_143
Enterobacter_roggenkampii_13895.fa,ecloacae,roggenkampii,asburiae,466,466,120,25,127,90,49,12,20,466,FASTA,DNA,36,4641380,200,"128,927.2","1,585,048",466.5,"1,979.5","125,102",0,1008385,0,0,0,56.06,120_25_127_90_49_12_20
Enterobacter_roggenkampii_14416.fa,ecloacae,roggenkampii,asburiae,-,0,36,70,312,206,189,12,112,NA,FASTA,DNA,23,4653930,223,"202,344.8","1,589,932",331,"26,302","154,774",0,1084160,0,0,0,56.14,36_70_312_206_189_12_112
Enterobacter_roggenkampii_14964.fa,ecloacae,roggenkampii,asburiae,-,0,37,194,219,351,49,12,189,NA,FASTA,DNA,34,4738064,241,"139,354.8","1,783,226",664,"27,684","187,406",0,381083,0,0,0,56.13,37_194_219_351_49_12_189
Enterobacter_roggenkampii_15150.fa,ecloacae,roggenkampii,asburiae,-,2464,343,39,67,221,49,12,26,NA,FASTA,DNA,34,4835799,203,"142,229.4","1,170,251",312,"1,911.5","145,322",0,686298,0,0,0,55.94,343_39_67_221_49_12_26
Enterobacter_roggenkampii_15688.fa,ecloacae,roggenkampii,asburiae,-,0,187,198,92,206,49,12,26,NA,FASTA,DNA,42,4593572,202,"109,370.8","1,123,379",387,"21,765","134,333",0,523515,0,0,0,56.3,187_198_92_206_49_12_26
Enterobacter_roggenkampii_161128.fa,ecloacae,roggenkampii,asburiae,590,590,181,27,207,216,180,12,118,590,FASTA,DNA,25,4769013,217,"190,760.5","2,691,952",849,"29,146","142,634",0,2691952,0,0,0,56.02,181_27_207_216_180_12_118
Enterobacter_roggenkampii_16435.fa,ecloacae,roggenkampii,asburiae,1652,1652,124,38,220,283,331,12,26,1652,FASTA,DNA,44,4762605,207,"108,241","881,127",939,"15,976.5","105,239",0,347417,0,0,0,55.72,124_38_220_283_331_12_26
Enterobacter_roggenkampii_16733.fa,ecloacae,roggenkampii,asburiae,1403,1403,35,25,35,47,189,12,20,1403,FASTA,DNA,28,4659431,249,"166,408.3","959,786","1,415.5","42,933","167,711.5",0,592103,0,0,0,55.97,35_25_35_47_189_12_20
Enterobacter_roggenkampii_16817.fa,ecloacae,roggenkampii,asburiae,-,0,127,27,219,233,49,12,26,NA,FASTA,DNA,40,4776461,202,"119,411.5","1,241,709",568.5,"6,587.5","142,529",0,639422,0,0,0,56.08,127_27_219_233_49_12_26
Enterobacter_roggenkampii_16941.fa,ecloacae,roggenkampii,asburiae,590,590,181,27,207,216,180,12,118,590,FASTA,DNA,23,4768847,214,"207,341.2","2,691,832",650.5,"29,146","129,260.5",0,2691832,0,0,0,56.02,181_27_207_216_180_12_118
Enterobacter_roggenkampii_16R21.fa,ecloacae,roggenkampii,asburiae,-,0,472,42,78,57,49,12,20,NA,FASTA,DNA,42,4864934,208,"115,831.8","1,016,565",680,"24,447.5","137,045",0,394723,0,0,0,55.93,472_42_78_57_49_12_20
Enterobacter_roggenkampii_205B3.fa,ecloacae,roggenkampii,asburiae,-,0,65,25,49,339,49,NA,20,NA,FASTA,DNA,33,4499578,457,"136,350.8","477,430","39,044","106,084","190,901",0,210363,0,0,0,56.35,65_25_49_339_49_NA_20
Enterobacter_roggenkampii_339389L.fa,ecloacae,roggenkampii,roggenkampii,232,232,88,25,49,72,49,12,20,232,FASTA,DNA,1,4825268,"4,825,268","4,825,268","4,825,268","4,825,268","4,825,268","4,825,268",0,4825268,0,0,0,55.9,88_25_49_72_49_12_20
Enterobacter_roggenkampii_35090.fa,ecloacae,roggenkampii,asburiae,1292,1292,343,38,67,48,331,12,233,1292,FASTA,DNA,32,4688911,225,"146,528.5","985,315","1,261.5","47,353","223,988.5",0,395712,0,0,0,55.97,343_38_67_48_331_12_233
Enterobacter_roggenkampii_35734.fa,ecloacae,roggenkampii,roggenkampii,595,595,80,55,92,72,169,12,26,595,FASTA,DNA,4,5276896,"8,452","1,319,224","5,017,289","59,102.5","125,577.5","2,579,345.5",0,5017289,0,0,0,55.68,80_55_92_72_169_12_26
Enterobacter_roggenkampii_3D9.fa,ecloacae,roggenkampii,asburiae,732,732,127,25,254,206,49,101,26,732,FASTA,DNA,23,4653802,"1,051","202,339.2","935,739","15,758","142,583","276,288.5",0,396804,0,0,0,56.16,127_25_254_206_49_101_26
Enterobacter_roggenkampii_704SK10.fa,ecloacae,roggenkampii,roggenkampii,272,272,98,39,92,112,108,12,26,272,FASTA,DNA,3,5051588,"63,458","1,683,862.7","4,876,946","87,321","111,184","2,494,065",0,4876946,0,0,0,55.69,98_39_92_112_108_12_26
Enterobacter_roggenkampii_AR0091.fa,ecloacae,roggenkampii,asburiae,-,0,187,77,49,126,49,12,20,NA,FASTA,DNA,33,4773736,217,"144,658.7","1,036,664",613,"16,396","143,959",0,526823,0,0,0,55.98,187_77_49_126_49_12_20
Enterobacter_roggenkampii_AR0327.fa,ecloacae,roggenkampii,asburiae,-,59,45,27,31,56,25,11,27,NA,FASTA,DNA,33,4674187,200,"141,642","962,312",248,929,"178,580",0,520117,0,0,0,55.87,45_27_31_56_25_11_27
Enterobacter_roggenkampii_AR0587.fa,ecloacae,roggenkampii,asburiae,40,40,36,26,36,49,50,12,20,40,FASTA,DNA,39,4900018,208,"125,641.5","1,384,511",262,"2,561","101,110",0,672728,0,0,0,55.78,36_26_36_49_50_12_20
Enterobacter_roggenkampii_AR0611.fa,ecloacae,roggenkampii,asburiae,-,0,127,199,35,359,450,12,101,NA,FASTA,DNA,34,4696161,223,"138,122.4","2,308,405",347,"5,266","123,383",0,473938,0,0,0,55.95,127_199_35_359_450_12_101
Enterobacter_roggenkampii_AR0910.fa,ecloacae,roggenkampii,asburiae,-,0,491,25,49,193,288,12,1,NA,FASTA,DNA,27,4819620,206,"178,504.4","1,034,564",716,"26,261","220,266",0,703878,0,0,0,55.93,491_25_49_193_288_12_1
Enterobacter_roggenkampii_AR2165.fa,ecloacae,roggenkampii,asburiae,-,2447,65,57,49,94,49,14,26,NA,FASTA,DNA,38,4623605,217,"121,673.8","1,362,256",540,"1,786","121,549",0,666034,0,0,0,56.23,65_57_49_94_49_14_26
Enterobacter_roggenkampii_AR2239.fa,ecloacae,roggenkampii,asburiae,-,0,489,145,253,284,229,94,147,NA,FASTA,DNA,44,4616509,201,"104,920.7","662,216",447.5,"35,984","131,841.5",0,350824,0,0,0,55.86,489_145_253_284_229_94_147
Enterobacter_roggenkampii_AR3166.fa,ecloacae,roggenkampii,asburiae,40,40,36,26,36,49,50,12,20,40,FASTA,DNA,32,4616573,201,"144,267.9","1,349,061",262,"2,160","124,981",0,673220,0,0,0,56.2,36_26_36_49_50_12_20
Enterobacter_roggenkampii_AR_0367.fa,ecloacae,roggenkampii,roggenkampii,-,2399,36,25,37,140,434,12,193,NA,FASTA,DNA,5,5160905,"2,348","1,032,181","5,003,905","2,496","67,746","84,410",0,5003905,0,0,0,55.62,36_25_37_140_434_12_193
Enterobacter_roggenkampii_Ahxc95.fa,ecloacae,roggenkampii,asburiae,1055,1055,301,196,254,216,189,12,195,1055,FASTA,DNA,37,4772978,501,"128,999.4","1,773,656","3,914","26,333","103,311",0,676117,0,0,0,56.01,301_196_254_216_189_12_195
Enterobacter_roggenkampii_BP10374.fa,ecloacae,roggenkampii,roggenkampii,1142,1142,323,77,92,57,49,12,216,1142,FASTA,DNA,1,4851717,"4,851,717","4,851,717","4,851,717","4,851,717","4,851,717","4,851,717",0,4851717,0,0,0,56.11,323_77_92_57_49_12_216
Enterobacter_roggenkampii_CCI9.fa,ecloacae,roggenkampii,asburiae,-,2392,109,42,35,127,331,132,26,NA,FASTA,DNA,28,4644734,631,"165,883.4","886,838","10,777","121,330.5","228,254",0,283167,0,0,0,56.14,109_42_35_127_331_132_26
Enterobacter_roggenkampii_CHS_79.fa,ecloacae,roggenkampii,roggenkampii,681,681,36,25,67,256,216,12,20,681,FASTA,DNA,13,5189314,"1,090","399,178","4,332,989","5,252","9,834","82,223",0,4332989,0,0,0,55.1,36_25_67_256_216_12_20
Enterobacter_roggenkampii_CORE_Ent5.fa,ecloacae,roggenkampii,asburiae,-,2434,127,38,35,48,331,12,20,NA,FASTA,DNA,31,4806329,"1,008","155,042.9","913,615","4,113.5","56,223","144,264.5",0,488395,0,0,0,56.01,127_38_35_48_331_12_20
Enterobacter_roggenkampii_Colony354.fa,ecloacae,roggenkampii,roggenkampii,-,2661,35,25,92,339,49,12,26,NA,FASTA,DNA,1,4748641,"4,748,641","4,748,641","4,748,641","4,748,641","4,748,641","4,748,641",0,4748641,0,0,0,49.42,35_25_92_339_49_12_26
Enterobacter_roggenkampii_DS05262.fa,ecloacae,roggenkampii,asburiae,-,2396,127,25,393,317,108,132,26,NA,FASTA,DNA,48,4872341,500,"101,507.1","755,846","1,028.5","25,999.5","115,476.5",0,293424,0,0,0,55.86,127_25_393_317_108_132_26
Enterobacter_roggenkampii_DS23372.fa,ecloacae,roggenkampii,asburiae,1594,1594,363,42,78,112,331,12,26,1594,FASTA,DNA,36,4599899,511,"127,775","1,115,473","13,267","63,960.5","169,953",0,244343,0,0,0,56.1,363_42_78_112_331_12_26
Enterobacter_roggenkampii_DS8397.fa,ecloacae,roggenkampii,asburiae,-,2053,37,25,392,206,189,99,26,NA,FASTA,DNA,31,4695949,523,"151,482.2","775,266","10,037","81,805","239,533",0,285249,0,0,0,55.92,37_25_392_206_189_99_26
Enterobacter_roggenkampii_DSM_16690.fa,ecloacae,roggenkampii,roggenkampii,905,905,270,39,91,92,49,12,26,905,FASTA,DNA,2,4899997,"151,583","2,449,998.5","4,748,414","151,583","2,449,998.5","4,748,414",0,4748414,0,0,0,56.04,270_39_91_92_49_12_26
Enterobacter_roggenkampii_EB00020.fa,ecloacae,roggenkampii,asburiae,272,272,98,39,92,112,108,12,26,272,FASTA,DNA,46,5031453,545,"109,379.4","900,712","3,001","42,789.5","140,238",0,319291,0,0,0,55.85,98_39_92_112_108_12_26
Enterobacter_roggenkampii_EC115.fa,ecloacae,roggenkampii,roggenkampii,1258,1258,151,25,96,432,340,14,93,1258,FASTA,DNA,20,4708835,633,"235,441.8","1,807,147",894.5,"27,659","232,569",0,831852,0,0,0,55.89,151_25_96_432_340_14_93
Enterobacter_roggenkampii_ECC127.fa,ecloacae,roggenkampii,asburiae,-,2085,127,112,71,233,189,12,20,NA,FASTA,DNA,48,5063077,639,"105,480.8","1,317,760","1,511.5","9,349.5","76,798.5",0,479654,0,0,0,55.72,127_112_71_233_189_12_20
Enterobacter_roggenkampii_ECC4204.fa,ecloacae,roggenkampii,asburiae,634,634,124,112,91,233,189,12,26,634,FASTA,DNA,47,4878032,591,"103,787.9","1,227,166","1,490","5,324","91,018",0,477804,0,0,0,55.96,124_112_91_233_189_12_26
Enterobacter_roggenkampii_ECY546.fa,ecloacae,roggenkampii,roggenkampii,466,466,120,25,127,90,49,12,20,466,FASTA,DNA,2,4996659,"208,740","2,498,329.5","4,787,919","208,740","2,498,329.5","4,787,919",0,4787919,0,0,0,55.88,120_25_127_90_49_12_20
Enterobacter_roggenkampii_ECl_2.VN.fa,ecloacae,roggenkampii,roggenkampii,526,526,37,27,35,126,49,12,26,526,FASTA,DNA,3,5027378,"25,576","1,675,792.7","4,895,979","65,699.5","105,823","2,500,901",0,4895979,0,0,0,55.71,37_27_35_126_49_12_26
Enterobacter_roggenkampii_ED5.fa,ecloacae,roggenkampii,roggenkampii,-,0,72,42,92,206,49,12,20,NA,FASTA,DNA,2,4702851,"4,242","2,351,425.5","4,698,609","4,242","2,351,425.5","4,698,609",0,4698609,0,0,0,56.05,72_42_92_206_49_12_20
Enterobacter_roggenkampii_Ecl_20_981.fa,ecloacae,roggenkampii,roggenkampii,595,595,80,55,92,72,169,12,26,595,FASTA,DNA,4,5250962,"3,725","1,312,740.5","5,080,469","4,253.5","83,384","2,621,227.5",0,5080469,0,0,0,55.53,80_55_92_72_169_12_26
Enterobacter_roggenkampii_Ed-982.fa,ecloacae,roggenkampii,roggenkampii,1237,1237,36,27,35,90,49,12,112,1237,FASTA,DNA,4,4938706,"4,569","1,234,676.5","4,815,629","7,526","59,254","2,461,827",0,4815629,0,0,0,55.89,36_27_35_90_49_12_112
Enterobacter_roggenkampii_F1057.fa,ecloacae,roggenkampii,roggenkampii,1778,1778,300,321,207,46,49,101,323,1778,FASTA,DNA,2,4809110,"125,002","2,404,555","4,684,108","125,002","2,404,555","4,684,108",0,4684108,0,0,0,56.1,300_321_207_46_49_101_323
Enterobacter_roggenkampii_F1247.fa,ecloacae,roggenkampii,asburiae,1778,1778,300,321,207,46,49,101,323,1778,FASTA,DNA,35,4765787,509,"136,165.3","946,258","1,583.5","31,921","154,334.5",0,680663,0,0,0,56.12,300_321_207_46_49_101_323
Enterobacter_roggenkampii_F95.fa,ecloacae,roggenkampii,asburiae,1778,1778,300,321,207,46,49,101,323,1778,FASTA,DNA,34,4765296,509,"140,155.8","1,626,921","1,538","30,539.5","142,185",0,787044,0,0,0,56.12,300_321_207_46_49_101_323
Enterobacter_roggenkampii_FDAARGOS_1430.fa,ecloacae,roggenkampii,roggenkampii,905,905,270,39,91,92,49,12,26,905,FASTA,DNA,3,4917276,"17,233","1,639,092","4,748,459","84,408.5","151,584","2,450,021.5",0,4748459,0,0,0,56.03,270_39_91_92_49_12_26
Enterobacter_roggenkampii_FDAARGOS_523.fa,ecloacae,roggenkampii,roggenkampii,486,486,36,112,78,193,160,12,103,486,FASTA,DNA,11,5190521,"1,085","471,865.5","4,879,214","1,621.5","6,301","78,795.5",0,4879214,0,0,0,55.31,36_112_78_193_160_12_103
Enterobacter_roggenkampii_GCF_014490845.1.fa,ecloacae,roggenkampii,NA,1059,1059,36,25,49,30,49,21,20,1059,FASTA,DNA,5,4986223,"2,275","997,244.6","4,852,868","3,959","27,019","100,102",0,4852868,0,0,0,55.96,36_25_49_30_49_21_20
Enterobacter_roggenkampii_GCF_023195715.1.fa,ecloacae,roggenkampii,NA,486,486,36,112,78,193,160,12,103,486,FASTA,DNA,12,5049045,"3,360","420,753.8","4,740,531","4,366","5,560.5","74,213.5",0,4740531,0,0,0,55.53,36_112_78_193_160_12_103
Enterobacter_roggenkampii_GN02208.fa,ecloacae,roggenkampii,asburiae,746,746,195,77,237,265,223,14,139,746,FASTA,DNA,40,4878246,516,"121,956.2","532,445","5,209.5","104,011.5","172,420",0,187719,0,0,0,56.06,195_77_237_265_223_14_139
Enterobacter_roggenkampii_IPM1H6.fa,ecloacae,roggenkampii,roggenkampii,963,963,98,70,91,127,49,46,20,963,FASTA,DNA,13,5453683,"3,675","419,514.1","4,864,738","6,021","11,305","83,620",0,4864738,0,0,0,55.18,98_70_91_127_49_46_20
Enterobacter_roggenkampii_KE7537.fa,ecloacae,roggenkampii,asburiae,96,96,57,39,49,57,49,12,20,96,FASTA,DNA,47,4925950,"1,338","104,807.4","924,500","5,409.5","24,768","139,410",0,363702,0,0,0,55.84,57_39_49_57_49_12_20
Enterobacter_roggenkampii_KE8124.fa,ecloacae,roggenkampii,asburiae,96,96,57,39,49,57,49,12,20,96,FASTA,DNA,43,4937558,"1,128","114,826.9","924,500","4,277.5","27,626","162,196.5",0,327816,0,0,0,55.83,57_39_49_57_49_12_20
Enterobacter_roggenkampii_KE9132.fa,ecloacae,roggenkampii,asburiae,96,96,57,39,49,57,49,12,20,96,FASTA,DNA,46,4926581,"1,174","107,099.6","923,844","5,499","25,538","147,562",0,363822,0,0,0,55.84,57_39_49_57_49_12_20
Enterobacter_roggenkampii_KE9478.fa,ecloacae,roggenkampii,asburiae,96,96,57,39,49,57,49,12,20,96,FASTA,DNA,48,4926759,"1,338","102,640.8","924,500","5,847.5","26,241.5","116,473.5",0,363822,0,0,0,55.84,57_39_49_57_49_12_20
Enterobacter_roggenkampii_KE9525.fa,ecloacae,roggenkampii,asburiae,96,96,57,39,49,57,49,12,20,96,FASTA,DNA,47,4925598,"1,131","104,800","924,500","4,481.5","24,768","139,410",0,363822,0,0,0,55.84,57_39_49_57_49_12_20
Enterobacter_roggenkampii_KE9526.fa,ecloacae,roggenkampii,asburiae,96,96,57,39,49,57,49,12,20,96,FASTA,DNA,45,4926256,"1,338","109,472.4","924,500","5,729","27,626","131,258",0,363822,0,0,0,55.84,57_39_49_57_49_12_20
Enterobacter_roggenkampii_KE9741.fa,ecloacae,roggenkampii,asburiae,96,96,57,39,49,57,49,12,20,96,FASTA,DNA,48,4925686,"1,174","102,618.5","923,844","5,409.5","25,538","121,570",0,363822,0,0,0,55.84,57_39_49_57_49_12_20
Enterobacter_roggenkampii_KE9779.fa,ecloacae,roggenkampii,asburiae,96,96,57,39,49,57,49,12,20,96,FASTA,DNA,45,4924929,"1,338","109,442.9","924,500","5,729","26,308","147,562",0,363822,0,0,0,55.84,57_39_49_57_49_12_20
Enterobacter_roggenkampii_KQ-01.fa,ecloacae,roggenkampii,roggenkampii,-,2662,35,39,49,57,49,12,20,NA,FASTA,DNA,1,4667006,"4,667,006","4,667,006","4,667,006","4,667,006","4,667,006","4,667,006",0,4667006,0,0,0,56.16,35_39_49_57_49_12_20
Enterobacter_roggenkampii_KT685.fa,ecloacae,roggenkampii,asburiae,96,96,57,39,49,57,49,12,20,96,FASTA,DNA,47,4927744,"1,338","104,845.6","924,500","5,614","26,308","121,570",0,363822,0,0,0,55.84,57_39_49_57_49_12_20
Enterobacter_roggenkampii_MGH132.fa,ecloacae,roggenkampii,roggenkampii,681,681,36,25,67,256,216,12,20,681,FASTA,DNA,18,5592139,"1,053","310,674.4","5,269,240","2,879","6,737.5","26,107",0,5269240,0,0,0,53.18,36_25_67_256_216_12_20
Enterobacter_roggenkampii_MGH239.fa,ecloacae,roggenkampii,roggenkampii,-,0,56,196,91,215,49,12,20,NA,FASTA,DNA,10,5032598,"51,704","503,259.8","2,664,307","113,455","214,502.5","546,479",0,2664307,0,0,0,55.47,56_196_91_215_49_12_20
Enterobacter_roggenkampii_MGH_34.fa,ecloacae,roggenkampii,roggenkampii,165,165,65,25,78,90,49,12,20,165,FASTA,DNA,3,5078889,"1,764","1,692,963","4,956,359","61,265","120,766","2,538,562.5",0,4956359,0,0,0,55.84,65_25_78_90_49_12_20
Enterobacter_roggenkampii_MGH_54.fa,ecloacae,roggenkampii,roggenkampii,730,730,37,27,35,126,49,100,26,730,FASTA,DNA,10,4858591,"1,216","485,859.1","2,645,223","3,091","245,273","504,896",0,2645223,0,0,0,55.79,37_27_35_126_49_100_26
Enterobacter_roggenkampii_MML39.fa,ecloacae,roggenkampii,roggenkampii,1256,1256,348,25,96,430,339,160,93,1256,FASTA,DNA,21,4750031,617,"226,192","1,838,743","1,710","83,490","227,785",0,746311,0,0,0,55.97,348_25_96_430_339_160_93
Enterobacter_roggenkampii_MML40.fa,ecloacae,roggenkampii,asburiae,1255,1255,117,227,377,429,338,14,93,1255,FASTA,DNA,24,4802403,624,"200,100.1","767,386","2,054.5","115,590","339,605",0,491625,0,0,0,55.91,117_227_377_429_338_14_93
Enterobacter_roggenkampii_OIPH-N260.fa,ecloacae,roggenkampii,roggenkampii,1059,1059,36,25,49,30,49,21,20,1059,FASTA,DNA,5,5487998,"22,328","1,097,599.6","4,907,868","40,698","244,996","272,108",0,4907868,0,0,0,55.25,36_25_49_30_49_21_20
Enterobacter_roggenkampii_OS53.fa,ecloacae,roggenkampii,roggenkampii,1911,1911,485,26,35,317,455,12,26,1911,FASTA,DNA,6,5194507,"3,223","865,751.2","4,916,357","4,783","18,647.5","232,849",0,4916357,0,0,0,55.9,485_26_35_317_455_12_26
Enterobacter_roggenkampii_PDA134.fa,ecloacae,roggenkampii,asburiae,-,0,36,57,282,112,49,12,26,NA,FASTA,DNA,25,4699637,328,"187,985.5","900,290","26,147","98,707","182,060",0,475821,0,0,0,56.15,36_57_282_112_49_12_26
Enterobacter_roggenkampii_POL1.fa,ecloacae,roggenkampii,roggenkampii,272,272,98,39,92,112,108,12,26,272,FASTA,DNA,3,4976557,"79,100","1,658,852.3","4,812,194","82,181.5","85,263","2,448,728.5",0,4812194,0,0,0,55.78,98_39_92_112_108_12_26
Enterobacter_roggenkampii_R11.fa,ecloacae,roggenkampii,roggenkampii,272,272,98,39,92,112,108,12,26,272,FASTA,DNA,5,4993008,"4,667","998,601.6","4,812,230","11,748","79,101","85,262",0,4812230,0,0,0,55.78,98_39_92_112_108_12_26
Enterobacter_roggenkampii_RHBSTW-00002.fa,ecloacae,roggenkampii,roggenkampii,-,0,65,25,127,144,NA,12,20,NA,FASTA,DNA,11,4807289,"2,345","437,026.3","4,485,767","3,357","4,509","60,039.5",0,4485767,0,0,0,55.83,65_25_127_144_NA_12_20
Enterobacter_roggenkampii_RHBSTW-00123.fa,ecloacae,roggenkampii,roggenkampii,1168,1168,65,25,127,144,316,12,82,1168,FASTA,DNA,7,4944024,"2,495","706,289.1","4,670,114","3,347.5","4,094","130,313",0,4670114,0,0,0,55.53,65_25_127_144_316_12_82
Enterobacter_roggenkampii_RHBSTW-00144.fa,ecloacae,roggenkampii,roggenkampii,486,486,36,112,78,193,160,12,103,486,FASTA,DNA,2,5012307,"106,314","2,506,153.5","4,905,993","106,314","2,506,153.5","4,905,993",0,4905993,0,0,0,55.43,36_112_78_193_160_12_103
Enterobacter_roggenkampii_RHBSTW-00309.fa,ecloacae,roggenkampii,roggenkampii,-,2399,36,25,37,140,434,12,193,NA,FASTA,DNA,5,5365511,"7,693","1,073,102.2","5,094,430","13,542","100,493","149,353",0,5094430,0,0,0,55.57,36_25_37_140_434_12_193
Enterobacter_roggenkampii_RHBSTW-00367.fa,ecloacae,roggenkampii,roggenkampii,165,165,65,25,78,90,49,12,20,165,FASTA,DNA,5,5054178,"1,441","1,010,835.6","4,873,462","1,806","9,331","168,138",0,4873462,0,0,0,55.51,65_25_78_90_49_12_20
Enterobacter_roggenkampii_RHBSTW-00630.fa,ecloacae,roggenkampii,roggenkampii,486,486,36,112,78,193,160,12,103,486,FASTA,DNA,9,5074538,201,"563,837.6","4,737,144",820,"4,938","112,331",0,4737144,0,0,0,55.63,36_112_78_193_160_12_103
Enterobacter_roggenkampii_RHBSTW-00695.fa,ecloacae,roggenkampii,roggenkampii,-,486,36,112,78,193,160,12,103,NA,FASTA,DNA,6,5009672,"4,783","834,945.3","4,770,039","4,804","16,038.5","197,969",0,4770039,0,0,0,55.76,36_112_78_193_160_12_103
Enterobacter_roggenkampii_RHBSTW-00872.fa,ecloacae,roggenkampii,roggenkampii,-,997,65,25,127,144,280,12,82,NA,FASTA,DNA,2,4987110,"142,158","2,493,555","4,844,952","142,158","2,493,555","4,844,952",0,4844952,0,0,0,55.68,65_25_127_144_280_12_82
Enterobacter_roggenkampii_RHBSTW-00925.fa,ecloacae,roggenkampii,roggenkampii,1059,1059,36,25,49,30,49,21,20,1059,FASTA,DNA,3,4990295,"78,977","1,663,431.7","4,793,062","98,616.5","118,256","2,455,659",0,4793062,0,0,0,55.72,36_25_49_30_49_21_20
Enterobacter_roggenkampii_Res13-Abat-PEA15-P4-01.fa,ecloacae,roggenkampii,asburiae,-,0,56,196,91,215,49,12,20,NA,FASTA,DNA,47,4929075,322,"104,873.9","773,716","5,557.5","33,760","153,149",0,278956,0,0,0,55.95,56_196_91_215_49_12_20
Enterobacter_roggenkampii_Res13-Abat-PEA24-P1-02.fa,ecloacae,roggenkampii,asburiae,-,0,56,196,91,215,49,12,20,NA,FASTA,DNA,45,4930166,410,"109,559.2","539,740","5,656","35,810","164,301",0,254518,0,0,0,55.95,56_196_91_215_49_12_20
Enterobacter_roggenkampii_Res13-Abat-PEA24-P4-01.fa,ecloacae,roggenkampii,asburiae,-,0,56,196,91,215,49,12,20,NA,FASTA,DNA,46,4930596,410,"107,186.9","518,839","5,391","42,936","154,354",0,251232,0,0,0,55.95,56_196_91_215_49_12_20
Enterobacter_roggenkampii_Res13-Abat-PEA24-P4-02.fa,ecloacae,roggenkampii,asburiae,-,0,56,196,91,215,49,12,20,NA,FASTA,DNA,46,4929702,410,"107,167.4","539,734","4,410","32,468.5","164,301",0,254518,0,0,0,55.95,56_196_91_215_49_12_20
Enterobacter_roggenkampii_Res13-Abat-PEA24-P5-01-A.fa,ecloacae,roggenkampii,asburiae,-,0,56,196,91,215,49,12,20,NA,FASTA,DNA,43,4930599,410,"114,665.1","539,734","6,235","43,690","159,327.5",0,434568,0,0,0,55.95,56_196_91_215_49_12_20
Enterobacter_roggenkampii_S2B1-F8.fa,ecloacae,roggenkampii,asburiae,40,40,36,26,36,49,50,12,20,40,FASTA,DNA,41,4636448,204,"113,084.1","643,512",255,695,"103,541",0,473649,0,0,0,56.11,36_26_36_49_50_12_20
Enterobacter_roggenkampii_S4.-1-1.fa,ecloacae,roggenkampii,asburiae,526,526,37,27,35,126,49,12,26,526,FASTA,DNA,22,4854176,348,"220,644.4","1,222,315","18,937","112,800.5","284,693",0,447663,0,0,0,56.04,37_27_35_126_49_12_26
Enterobacter_roggenkampii_STW0522-66.fa,ecloacae,roggenkampii,roggenkampii,166,166,36,39,71,91,49,12,37,166,FASTA,DNA,8,5377515,"4,938","672,189.4","4,981,445","5,518","11,238","178,810",0,4981445,0,0,0,55.7,36_39_71_91_49_12_37
Enterobacter_roggenkampii_UCICRE_12.fa,ecloacae,roggenkampii,roggenkampii,526,526,37,27,35,126,49,12,26,526,FASTA,DNA,21,5210535,"1,603","248,120.7","2,922,749","3,741","5,952","19,587",0,2922749,0,0,0,55.41,37_27_35_126_49_12_26
Enterobacter_roggenkampii_UCI_39.fa,ecloacae,roggenkampii,roggenkampii,743,743,36,42,36,127,71,12,47,743,FASTA,DNA,2,4806374,"80,317","2,403,187","4,726,057","80,317","2,403,187","4,726,057",0,4726057,0,0,0,55.97,36_42_36_127_71_12_47
Enterobacter_roggenkampii_WCHER090065.fa,ecloacae,roggenkampii,roggenkampii,-,0,56,38,35,58,169169,12,20,NA,FASTA,DNA,3,4954923,"10,944","1,651,641","4,872,204","41,359.5","71,775","2,471,989.5",0,4872204,0,0,0,55.78,56_38_35_58_169169_12_20
Enterobacter_roggenkampii_WCHLN045625.fa,ecloacae,roggenkampii,asburiae,-,0,124,199,435,359,450,12,150,NA,FASTA,DNA,42,4589047,244,"109,263","848,985",763,"8,121.5","146,947",0,389598,0,0,0,56.22,124_199_435_359_450_12_150
Enterobacter_roggenkampii_WHC61.fa,ecloacae,roggenkampii,asburiae,-,0,321,38,35,193,169,12,150,NA,FASTA,DNA,38,4967561,505,"130,725.3","1,059,304",856,"31,364","161,378",0,379602,0,0,0,55.84,321_38_35_193_169_12_150
